# A nu0 w tau a0 a1 a2 a3 a4 logL logPrior
5.443842118799731011e-01 7.822336586354992960e+01 1.866861989521393284e+01 6.920897108128116315e+00 -1.022075213456490746e+04 -5.725353460223648653e+03 -1.847654644442384324e+03 1.519130689075021792e+02 1.181958887705268717e+04 9.055990648721535763e+01 -4.534120504098585513e+01
5.493077047225854992e-01 7.833091129403833008e+01 1.879555571276255677e+01 6.831791677986688960e+00 -1.002254266471183655e+04 -5.632072726258607872e+03 -1.818289425496288914e+03 1.495552846470097279e+02 1.162373793257672514e+04 9.059384016222607272e+01 -4.534120504098585513e+01
5.538847199952668943e-01 7.830283699159177502e+01 1.880291217850721708e+01 6.728759771404794421e+00 -9.990581770531032817e+03 -5.616864619587016023e+03 -1.813869940702006716e+03 1.492488577910448839e+02 1.159209025116635166e+04 9.062952551972547610e+01 -4.534120504098585513e+01
5.550242063433826756e-01 7.838823124216521876e+01 1.888689586860530767e+01 6.954425711857730619e+00 -1.003179656649574281e+04 -5.636248641837995820e+03 -1.819834976092547322e+03 1.497295792405528516e+02 1.163282419106070665e+04 9.064142029996691008e+01 -4.534120504098585513e+01
5.234992731193790494e-01 7.832187612776969843e+01 1.862157155315637880e+01 7.748701602112297415e+00 -1.023611847434951051e+04 -5.734396514017494155e+03 -1.848154652271637815e+03 1.513865528796007993e+02 1.183545957771481153e+04 9.064977921512422654e+01 -4.534120504098585513e+01
5.420301978683917943e-01 7.832831341465320918e+01 1.878797955259582864e+01 7.063227061034536902e+00 -1.003255819108509786e+04 -5.637149233022855697e+03 -1.819513717636650426e+03 1.495399344532073371e+02 1.163376565965283044e+04 9.068834665505509918e+01 -4.534120504098585513e+01
5.597277605878642204e-01 7.826119872139874190e+01 1.892165469254888777e+01 6.832708467041284095e+00 -1.015414655658646370e+04 -5.693332084388968724e+03 -1.838430416912417968e+03 1.513789838126136260e+02 1.175353161805706259e+04 9.072252455751694811e+01 -4.534120504098585513e+01
5.638955772020306512e-01 7.832620221141918648e+01 1.892103725187392982e+01 6.360466859192854372e+00 -1.005290890806576135e+04 -5.645680685139395791e+03 -1.823502391010150404e+03 1.501792900994989282e+02 1.165349725762257367e+04 9.073916685562575424e+01 -4.534120504098585513e+01
5.324674548748190572e-01 7.830715686532643360e+01 1.865611996504535952e+01 7.254758425936702615e+00 -1.020803972491353124e+04 -5.720878014003514181e+03 -1.844303488630820084e+03 1.511699743474057698e+02 1.180760308577356955e+04 9.074680711469528660e+01 -4.534120504098585513e+01
5.392088017310138204e-01 7.831203058430752151e+01 1.863229323480714683e+01 7.051046226566277220e+00 -1.025490669767373583e+04 -5.741844727576313744e+03 -1.852178533927078433e+03 1.521475188981543454e+02 1.185350063190796573e+04 9.076870957390590888e+01 -4.534120504098585513e+01
5.407321163097436045e-01 7.832159697511021079e+01 1.880568061809829672e+01 7.044781666637761397e+00 -1.018074332467117347e+04 -5.707345353155295925e+03 -1.840984024599806617e+03 1.511164143572464127e+02 1.178037228214174684e+04 9.081496125079740978e+01 -4.534120504098585513e+01
5.398177654274836090e-01 7.826504004278710624e+01 1.870043494692978925e+01 6.529328630424680924e+00 -1.041446014488893525e+04 -5.817167605854256180e+03 -1.875599592442813446e+03 1.539513083562655140e+02 1.201125053498171474e+04 9.083760777777379758e+01 -4.534120504098585513e+01
5.464098969467936495e-01 7.831171764579218575e+01 1.872628156136605782e+01 7.061798463624377575e+00 -1.020799429426403003e+04 -5.719238325965860895e+03 -1.845821541359741332e+03 1.517964278181437692e+02 1.180695064463493691e+04 9.084507010342164790e+01 -4.534120504098585513e+01
5.396421271822660071e-01 7.827539987143910594e+01 1.879996357332402823e+01 7.034960452590745206e+00 -1.030824492994510547e+04 -5.766919834504829851e+03 -1.860167515389030541e+03 1.527937307839102345e+02 1.190619842264643739e+04 9.088371014421156246e+01 -4.534120504098585513e+01
5.563150510875476407e-01 7.827987192367622526e+01 1.872096392448343849e+01 6.900234469725415209e+00 -1.027206914251175112e+04 -5.748706772324670965e+03 -1.855969652389376961e+03 1.528287644756597672e+02 1.186999852470962469e+04 9.089312207311876080e+01 -4.534120504098585513e+01
5.519113713089005557e-01 7.839803120795920677e+01 1.874932780825119139e+01 6.686637655307732686e+00 -9.854966114111297429e+03 -5.553388440443048239e+03 -1.793403121937955575e+03 1.474988487471857468e+02 1.145821895561337988e+04 9.091551809956909835e+01 -4.534120504098585513e+01
5.680147784693577728e-01 7.834218902098612602e+01 1.895534506590247048e+01 6.250353356699189789e+00 -9.928721185519421851e+03 -5.586888095095408062e+03 -1.805473103584128467e+03 1.488432135222179511e+02 1.153064737163078098e+04 9.091596623135208688e+01 -4.534120504098585513e+01
5.605984848327981718e-01 7.837828746092259280e+01 1.886656434968779550e+01 6.662278219956620617e+00 -9.869305827368620157e+03 -5.559645772263585968e+03 -1.796033306912681155e+03 1.478612922635172708e+02 1.147220470504437071e+04 9.093032508703555550e+01 -4.534120504098585513e+01
5.633253696566783431e-01 7.835985406634868866e+01 1.886302107453368038e+01 6.579102852763220710e+00 -1.003561352219487526e+04 -5.636958330097397265e+03 -1.821464578263479552e+03 1.502037135891613673e+02 1.163617606432628236e+04 9.093078551415757715e+01 -4.534120504098585513e+01
5.492438510327830592e-01 7.830508296000607515e+01 1.877906297754264031e+01 6.918718715889410120e+00 -1.008138278338364034e+04 -5.659878013386229213e+03 -1.826866447205446548e+03 1.502069837293798571e+02 1.168192578654633144e+04 9.099000209914801474e+01 -4.534120504098585513e+01
5.583328487654304340e-01 7.836729579118477318e+01 1.872500932643039917e+01 6.242997159098796267e+00 -9.914412271415256328e+03 -5.581252217446678515e+03 -1.802293810747912175e+03 1.482463532500364920e+02 1.151692057961483079e+04 9.102797162558022137e+01 -4.534120504098585513e+01
5.415689338657979635e-01 7.827555909513438337e+01 1.869233764079475435e+01 6.678758867254905418e+00 -1.021912895262333404e+04 -5.725628898693473275e+03 -1.846425544545485991e+03 1.514838275631577176e+02 1.181838903146371558e+04 9.103155968286922928e+01 -4.534120504098585513e+01
5.603273973580030765e-01 7.830462005666817049e+01 1.884415669697829188e+01 6.599923869464815240e+00 -9.998004080380867890e+03 -5.619575012175646407e+03 -1.815638861797331174e+03 1.496385954787961907e+02 1.159913053995466180e+04 9.103367876033290429e+01 -4.534120504098585513e+01
5.386039519760477123e-01 7.826123933189592208e+01 1.875881931083489107e+01 6.933467486817928460e+00 -1.029387109680719186e+04 -5.760092736748871175e+03 -1.858103226005762508e+03 1.526476228270151410e+02 1.189196998387461281e+04 9.105244060677652840e+01 -4.534120504098585513e+01
5.394725400056912257e-01 7.831143448926449935e+01 1.858332193131420951e+01 6.634269181408220639e+00 -1.018239375033205761e+04 -5.708480445525406139e+03 -1.840812714835315774e+03 1.509926570628496165e+02 1.178213959364328366e+04 9.106009128926997676e+01 -4.534120504098585513e+01
